"EDGE_TYPE","FI Annotation","FI Direction","FI Score","interaction","name","selected","shared interaction","shared name"
"FI","expression regulates","->","1.0",,"USF2 (FI) ZNF358","false",,"USF2 (FI) ZNF358"
"FI","catalyze; complex; inhibited by; input; reaction","|->","1.0",,"EP300 (FI) H3C15","false",,"EP300 (FI) H3C15"
"FI","predicted","-","0.64",,"TP53 (FI) YWHAZ","false",,"TP53 (FI) YWHAZ"
"FI","PPrel: binding/association; activated by; complex; inhibited by; input","-","1.0",,"APC (FI) AXIN1","false",,"APC (FI) AXIN1"
"FI","PPrel: activated by; PPrel: activated, indirect effect","<-","1.0",,"MAPK1 (FI) PRKACB","false",,"MAPK1 (FI) PRKACB"
"FI","predicted","-","0.64",,"ABCA1 (FI) CDC42","false",,"ABCA1 (FI) CDC42"
"FI","PPrel: activated, indirect effect","<-","1.0",,"CAV1 (FI) GPC1","false",,"CAV1 (FI) GPC1"
"FI","expression regulates","->","1.0",,"CTCF (FI) FOXA1","false",,"CTCF (FI) FOXA1"
"FI","PPrel: activated by","<-","1.0",,"GNG13 (FI) OR2T11","false",,"GNG13 (FI) OR2T11"
"FI","activated by","<-","1.0",,"MADCAM1 (FI) RHOA","false",,"MADCAM1 (FI) RHOA"
"FI","predicted","-","0.64",,"FN1 (FI) TTN","false",,"FN1 (FI) TTN"
"FI","expression regulated by","<-","1.0",,"EGFR (FI) ESR1","false",,"EGFR (FI) ESR1"
"FI","complex; input","-","1.0",,"ACTB (FI) GRB2","false",,"ACTB (FI) GRB2"
"FI","reaction","-","1.0",,"ARNTL (FI) EP300","false",,"ARNTL (FI) EP300"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR8U1 (FI) PRKACA","false",,"OR8U1 (FI) PRKACA"
"FI","PPrel: binding/association; complex; input","-","1.0",,"HDAC1 (FI) RB1","false",,"HDAC1 (FI) RB1"
"FI","predicted","-","0.99",,"CTBP2 (FI) ZEB1","false",,"CTBP2 (FI) ZEB1"
"FI","predicted","-","0.64",,"APP (FI) LUM","false",,"APP (FI) LUM"
"FI","input","-","1.0",,"PABPC1 (FI) UBC","false",,"PABPC1 (FI) UBC"
"FI","expression regulated by","<-","1.0",,"BIRC6 (FI) EP300","false",,"BIRC6 (FI) EP300"
"FI","PPrel: activation, phosphorylation","->","1.0",,"PRKACB (FI) RYR2","false",,"PRKACB (FI) RYR2"
"FI","catalyze","->","1.0",,"OBSCN (FI) RHOQ","false",,"OBSCN (FI) RHOQ"
"FI","catalyze; complex; input; reaction","->","1.0",,"KMT2C (FI) POLR2A","false",,"KMT2C (FI) POLR2A"
"FI","PPrel: compound","-","1.0",,"NOS1 (FI) RYR2","false",,"NOS1 (FI) RYR2"
"FI","catalyze; complex; input; reaction","->","1.0",,"KMT2C (FI) POLR2F","false",,"KMT2C (FI) POLR2F"
"FI","complex; input","-","1.0",,"SCN1B (FI) SPTB","false",,"SCN1B (FI) SPTB"
"FI","complex; input","-","1.0",,"CLIP1 (FI) DYNC1H1","false",,"CLIP1 (FI) DYNC1H1"
"FI","complex; input; predicted","-","1.0",,"EP300 (FI) NOTCH1","false",,"EP300 (FI) NOTCH1"
"FI","expression regulated by","<-","1.0",,"FOXA1 (FI) RAD21","false",,"FOXA1 (FI) RAD21"
"FI","complex; input; reaction","-","1.0",,"PPP1R13B (FI) TP53","false",,"PPP1R13B (FI) TP53"
"FI","complex","-","1.0",,"JUN (FI) POLR2A","false",,"JUN (FI) POLR2A"
"FI","PPrel: activated by, phosphorylation","<-","1.0",,"EZR (FI) PRKACA","false",,"EZR (FI) PRKACA"
"FI","PPrel: activated, indirect effect; PPrel: phosphorylated by","<-","1.0",,"CTNNB1 (FI) PRKACA","false",,"CTNNB1 (FI) PRKACA"
"FI","activate; catalyze","->","1.0",,"OBSCN (FI) RHOA","false",,"OBSCN (FI) RHOA"
"FI","complex","-","1.0",,"JUN (FI) POLR2F","false",,"JUN (FI) POLR2F"
"FI","catalyze; complex; input","->","1.0",,"PTTG1 (FI) UBC","false",,"PTTG1 (FI) UBC"
"FI","PPrel: activated by","<-","1.0",,"GNG13 (FI) OR2T27","false",,"GNG13 (FI) OR2T27"
"FI","activate","->","1.0",,"EDN1 (FI) RAC1","false",,"EDN1 (FI) RAC1"
"FI","GErel: expression","->","1.0",,"MYC (FI) TERT","false",,"MYC (FI) TERT"
"FI","expression regulated by; inhibited by","-","1.0",,"RB1 (FI) TP53","false",,"RB1 (FI) TP53"
"FI","predicted","-","0.64",,"MPST (FI) TFAP2A","false",,"MPST (FI) TFAP2A"
"FI","complex; input","-","1.0",,"CDC5L (FI) POLR2F","false",,"CDC5L (FI) POLR2F"
"FI","predicted","-","0.64",,"GSN (FI) MYC","false",,"GSN (FI) MYC"
"FI","activated by","<-","1.0",,"AR (FI) DCTN1","false",,"AR (FI) DCTN1"
"FI","complex; input","-","1.0",,"POLR2F (FI) U2AF2","false",,"POLR2F (FI) U2AF2"
"FI","ECrel: compound; PPrel: compound","-","1.0",,"CALM3 (FI) ITPR2","false",,"CALM3 (FI) ITPR2"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR1D5 (FI) PRKACA","false",,"OR1D5 (FI) PRKACA"
"FI","activate","->","1.0",,"FN1 (FI) IRS1","false",,"FN1 (FI) IRS1"
"FI","PPrel: activation","->","1.0",,"CALM3 (FI) MYLK3","false",,"CALM3 (FI) MYLK3"
"FI","complex; input","-","1.0",,"CWC22 (FI) U2AF2","false",,"CWC22 (FI) U2AF2"
"FI","PPrel: activation","->","1.0",,"GNB1 (FI) NRAS","false",,"GNB1 (FI) NRAS"
"FI","PPrel: activation; complex; input","->","1.0",,"PLXNA1 (FI) RAC1","false",,"PLXNA1 (FI) RAC1"
"FI","PPrel: inhibition, phosphorylation","-|","1.0",,"ARRB2 (FI) OR2L8","false",,"ARRB2 (FI) OR2L8"
"FI","expression regulates","->","1.0",,"CTCF (FI) TAL1","false",,"CTCF (FI) TAL1"
"FI","catalyzed by","<-","1.0",,"CDC42 (FI) GRIN2D","false",,"CDC42 (FI) GRIN2D"
"FI","PPrel: activation; PPrel: activation, phosphorylation; PPrel: inhibition, phosphorylation; activate; catalyze; complex; inhibite; input; predicted","-","1.0",,"CDK2 (FI) RB1","false",,"CDK2 (FI) RB1"
"FI","predicted","-","0.64",,"CACNA1F (FI) FYN","false",,"CACNA1F (FI) FYN"
"FI","PPrel: activated by","<-","1.0",,"GNB1 (FI) OR2T11","false",,"GNB1 (FI) OR2T11"
"FI","expression regulates","->","1.0",,"NRF1 (FI) RHOA","false",,"NRF1 (FI) RHOA"
"FI","catalyze; catalyzed by; complex; inhibited by; input","->","1.0",,"EGFR (FI) HSP90AA1","false",,"EGFR (FI) HSP90AA1"
"FI","expression regulates","->","1.0",,"EP300 (FI) SYVN1","false",,"EP300 (FI) SYVN1"
"FI","predicted","-","0.64",,"RAC1 (FI) VWF","false",,"RAC1 (FI) VWF"
"FI","complex; input","-","1.0",,"APP (FI) GNB1","false",,"APP (FI) GNB1"
"FI","expression regulates","->","1.0",,"CTBP2 (FI) ZFHX3","false",,"CTBP2 (FI) ZFHX3"
"FI","catalyzed by","<-","1.0",,"CD247 (FI) HCK","false",,"CD247 (FI) HCK"
"FI","activate; inhibited by","|->","1.0",,"HELZ2 (FI) RXRB","false",,"HELZ2 (FI) RXRB"
"FI","PPrel: activated by","<-","1.0",,"BRAF (FI) PRKCE","false",,"BRAF (FI) PRKCE"
"FI","complex; expression regulated by; input; reaction","<-","1.0",,"JUN (FI) SP1","false",,"JUN (FI) SP1"
"FI","complex; inhibited by; input; reaction","|-","1.0",,"HELZ2 (FI) RXRA","false",,"HELZ2 (FI) RXRA"
"FI","catalyzed by","<-","1.0",,"HLA-DRB5 (FI) PDCD1LG2","false",,"HLA-DRB5 (FI) PDCD1LG2"
"FI","complex; input","-","1.0",,"ATP6V1A (FI) RPTOR","false",,"ATP6V1A (FI) RPTOR"
"FI","complex; input","-","1.0",,"ARRB2 (FI) GRM6","false",,"ARRB2 (FI) GRM6"
"FI","GErel: expression by; PPrel: activated by; PPrel: activated by, phosphorylation; PPrel: activated, indirect effect; PPrel: phosphorylated by; activated by; catalyzed by; expression regulates; reaction","<->","1.0",,"JUN (FI) MAPK1","false",,"JUN (FI) MAPK1"
"FI","predicted","-","0.64",,"EGFR (FI) MAP4K1","false",,"EGFR (FI) MAP4K1"
"FI","catalyze; complex; expression regulated by; input","<->","1.0",,"POLR2A (FI) TBP","false",,"POLR2A (FI) TBP"
"FI","complex","-","1.0",,"PRKACA (FI) PRKACB","false",,"PRKACA (FI) PRKACB"
"FI","predicted","-","0.99",,"HTT (FI) PAK2","false",,"HTT (FI) PAK2"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR1A1 (FI) PRKACA","false",,"OR1A1 (FI) PRKACA"
"FI","expression regulated by","<-","1.0",,"KRT5 (FI) TFAP2A","false",,"KRT5 (FI) TFAP2A"
"FI","PPrel: inhibited by, phosphorylated by; activated by; complex; inhibite; input","-|","1.0",,"CTNNB1 (FI) MET","false",,"CTNNB1 (FI) MET"
"FI","activated by","<-","1.0",,"EGFR (FI) HCK","false",,"EGFR (FI) HCK"
"FI","activated by","<-","1.0",,"AMER1 (FI) WNT1","false",,"AMER1 (FI) WNT1"
"FI","complex; input","-","1.0",,"GRIN2D (FI) HTT","false",,"GRIN2D (FI) HTT"
"FI","catalyze; catalyzed by; complex; input","<->","1.0",,"HCK (FI) JAK1","false",,"HCK (FI) JAK1"
"FI","predicted","-","0.64",,"TRIM27 (FI) ZGPAT","false",,"TRIM27 (FI) ZGPAT"
"FI","GErel: expression","->","1.0",,"STAT1 (FI) ZNF860","false",,"STAT1 (FI) ZNF860"
"FI","expression regulated by","<-","1.0",,"ITPR1 (FI) TFAP2A","false",,"ITPR1 (FI) TFAP2A"
"FI","complex; input","-","1.0",,"POLR2F (FI) SF3A2","false",,"POLR2F (FI) SF3A2"
"FI","reaction","-","1.0",,"MITF (FI) RB1","false",,"MITF (FI) RB1"
"FI","complex; input","-","1.0",,"EP300 (FI) JMY","false",,"EP300 (FI) JMY"
"FI","PPrel: activated by","<-","1.0",,"GNB1 (FI) OR1K1","false",,"GNB1 (FI) OR1K1"
"FI","expression regulated by","<-","1.0",,"MAGEA6 (FI) RXRA","false",,"MAGEA6 (FI) RXRA"
"FI","complex","-","1.0",,"ARRB2 (FI) GRK6","false",,"ARRB2 (FI) GRK6"
"FI","expression regulates","->","1.0",,"EP300 (FI) FN1","false",,"EP300 (FI) FN1"
"FI","predicted","-","1.0",,"HLA-B (FI) HLA-C","false",,"HLA-B (FI) HLA-C"
"FI","complex; input","-","1.0",,"POLR2A (FI) SF3A2","false",,"POLR2A (FI) SF3A2"
"FI","predicted","-","1.0",,"HLA-A (FI) HLA-B","false",,"HLA-A (FI) HLA-B"
"FI","activate; activated by","<->","1.0",,"AKT1 (FI) RARG","false",,"AKT1 (FI) RARG"
"FI","GErel: expression","->","1.0",,"STAT1 (FI) ZNF850","false",,"STAT1 (FI) ZNF850"
"FI","expression regulated by","<-","1.0",,"FN1 (FI) TAL1","false",,"FN1 (FI) TAL1"
"FI","complex; input","-","1.0",,"GRB2 (FI) VWF","false",,"GRB2 (FI) VWF"
"FI","complex; input","-","1.0",,"EP300 (FI) SETD1A","false",,"EP300 (FI) SETD1A"
"FI","predicted","-","0.63",,"HCK (FI) LILRB1","false",,"HCK (FI) LILRB1"
"FI","GErel: expression","->","1.0",,"EP300 (FI) MITF","false",,"EP300 (FI) MITF"
"FI","predicted","-","0.63",,"HCK (FI) LILRB2","false",,"HCK (FI) LILRB2"
"FI","expression regulates","->","1.0",,"RAD21 (FI) TRAF3","false",,"RAD21 (FI) TRAF3"
"FI","complex","-","1.0",,"DCTN1 (FI) DNAH3","false",,"DCTN1 (FI) DNAH3"
"FI","GErel: expression","->","1.0",,"STAT1 (FI) ZNF841","false",,"STAT1 (FI) ZNF841"
"FI","PPrel: inhibition, phosphorylation","-|","1.0",,"ARRB2 (FI) OR6C74","false",,"ARRB2 (FI) OR6C74"
"FI","predicted","-","0.67",,"MMS19 (FI) RTEL1-TNFRSF6B","false",,"MMS19 (FI) RTEL1-TNFRSF6B"
"FI","predicted","-","0.64",,"BRCA1 (FI) SMAD3","false",,"BRCA1 (FI) SMAD3"
"FI","predicted","-","0.64",,"CDC42 (FI) DOCK8","false",,"CDC42 (FI) DOCK8"
"FI","predicted","-","0.64",,"BRCA1 (FI) SMAD4","false",,"BRCA1 (FI) SMAD4"
"FI","activated by","<-","1.0",,"AR (FI) EP300","false",,"AR (FI) EP300"
"FI","predicted","-","0.64",,"MET (FI) YWHAZ","false",,"MET (FI) YWHAZ"
"FI","ECrel: compound","-","1.0",,"AR (FI) PRKACB","false",,"AR (FI) PRKACB"
"FI","complex; input","-","1.0",,"CDC5L (FI) POLR2A","false",,"CDC5L (FI) POLR2A"
"FI","expression regulates","->","1.0",,"CTCF (FI) ZNF587","false",,"CTCF (FI) ZNF587"
"FI","predicted","-","0.63",,"HCK (FI) LILRA2","false",,"HCK (FI) LILRA2"
"FI","ECrel: compound; PPrel: activated by; PPrel: activation, indirect effect; PPrel: compound; PPrel: compound, activation","<->","1.0",,"ADCY5 (FI) PRKACA","false",,"ADCY5 (FI) PRKACA"
"FI","predicted","-","0.98",,"HCK (FI) LILRA1","false",,"HCK (FI) LILRA1"
"FI","predicted","-","0.63",,"HCK (FI) LILRA4","false",,"HCK (FI) LILRA4"
"FI","complex","-","1.0",,"DDB1 (FI) RBX1","false",,"DDB1 (FI) RBX1"
"FI","GErel: expression","->","1.0",,"STAT1 (FI) ZNF845","false",,"STAT1 (FI) ZNF845"
"FI","complex","-","1.0",,"CASK (FI) MYO15A","false",,"CASK (FI) MYO15A"
"FI","activate; activated by","<->","1.0",,"JAK1 (FI) RHOA","false",,"JAK1 (FI) RHOA"
"FI","predicted","-","0.64",,"APP (FI) CAV1","false",,"APP (FI) CAV1"
"FI","expression regulates","->","1.0",,"JUN (FI) ZEB1","false",,"JUN (FI) ZEB1"
"FI","predicted","-","0.7",,"DGKZ (FI) RB1","false",,"DGKZ (FI) RB1"
"FI","activated by","<-","1.0",,"MYO15A (FI) STRC","false",,"MYO15A (FI) STRC"
"FI","PPrel: activated by","<-","1.0",,"GNB1 (FI) OR4C11","false",,"GNB1 (FI) OR4C11"
"FI","complex; input","-","1.0",,"AKAP9 (FI) TMEM216","false",,"AKAP9 (FI) TMEM216"
"FI","expression regulates","->","1.0",,"CTCF (FI) ZNF595","false",,"CTCF (FI) ZNF595"
"FI","expression regulates","->","1.0",,"CTCF (FI) ZNF594","false",,"CTCF (FI) ZNF594"
"FI","complex; input","-","1.0",,"CDC5L (FI) SRRM2","false",,"CDC5L (FI) SRRM2"
"FI","expression regulated by","<-","1.0",,"EGFR (FI) EGR1","false",,"EGFR (FI) EGR1"
"FI","PPrel: activated by","<-","1.0",,"GNB1 (FI) OR2M3","false",,"GNB1 (FI) OR2M3"
"FI","expression regulated by","<-","1.0",,"CIITA (FI) TBP","false",,"CIITA (FI) TBP"
"FI","complex; input","-","1.0",,"AP2M1 (FI) HLA-DRB5","false",,"AP2M1 (FI) HLA-DRB5"
"FI","complex; input","-","1.0",,"POLR2A (FI) PRPF8","false",,"POLR2A (FI) PRPF8"
"FI","expression regulated by","<-","1.0",,"ELN (FI) FOS","false",,"ELN (FI) FOS"
"FI","catalyze; catalyzed by; input","<->","1.0",,"CD247 (FI) FCGR2A","false",,"CD247 (FI) FCGR2A"
"FI","predicted","-","0.6",,"HSP90AA1 (FI) NF1","false",,"HSP90AA1 (FI) NF1"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR12D2 (FI) PRKACA","false",,"OR12D2 (FI) PRKACA"
"FI","predicted","-","0.64",,"HSP90AB1 (FI) MET","false",,"HSP90AB1 (FI) MET"
"FI","PPrel: inhibited by","|-","1.0",,"CACNA1F (FI) STX1A","false",,"CACNA1F (FI) STX1A"
"FI","PPrel: activated by; PPrel: binding/association; complex; inhibited by; input","-","1.0",,"GRB2 (FI) MET","false",,"GRB2 (FI) MET"
"FI","PPrel: inhibited by","|-","1.0",,"CACNA1B (FI) STX1A","false",,"CACNA1B (FI) STX1A"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR8G5 (FI) PRKACB","false",,"OR8G5 (FI) PRKACB"
"FI","expression regulates","->","1.0",,"REST (FI) THAP7","false",,"REST (FI) THAP7"
"FI","predicted","-","0.64",,"CTNNB1 (FI) HSP90AA1","false",,"CTNNB1 (FI) HSP90AA1"
"FI","PPrel: binding/association","-","1.0",,"DCTN1 (FI) TUBA3D","false",,"DCTN1 (FI) TUBA3D"
"FI","activate; inhibited by","|->","1.0",,"EGR1 (FI) MECOM","false",,"EGR1 (FI) MECOM"
"FI","predicted","-","0.6",,"HSP90AB1 (FI) NF1","false",,"HSP90AB1 (FI) NF1"
"FI","complex","-","1.0",,"CALM3 (FI) YWHAZ","false",,"CALM3 (FI) YWHAZ"
"FI","expression regulates","->","1.0",,"GATA2 (FI) MYC","false",,"GATA2 (FI) MYC"
"FI","PPrel: activation; PPrel: activation, indirect effect; activate; catalyze","->","1.0",,"EGFR (FI) NRAS","false",,"EGFR (FI) NRAS"
"FI","reaction","-","1.0",,"ACADL (FI) HADHB","false",,"ACADL (FI) HADHB"
"FI","catalyze; complex; input","->","1.0",,"RBX1 (FI) UBE2A","false",,"RBX1 (FI) UBE2A"
"FI","PPrel: activated by","<-","1.0",,"GNG13 (FI) OR1J1","false",,"GNG13 (FI) OR1J1"
"FI","complex","-","1.0",,"SF3A2 (FI) SF3A3","false",,"SF3A2 (FI) SF3A3"
"FI","predicted","-","0.99",,"CTNNB1 (FI) HTT","false",,"CTNNB1 (FI) HTT"
"FI","PPrel: activated by","<-","1.0",,"GNB1 (FI) OR5D18","false",,"GNB1 (FI) OR5D18"
"FI","PPrel: indirect effect","-","1.0",,"PTK2B (FI) VAV1","false",,"PTK2B (FI) VAV1"
"FI","expression regulates","->","1.0",,"STAT1 (FI) TP53","false",,"STAT1 (FI) TP53"
"FI","activate; complex","->","1.0",,"DYNC1H1 (FI) HSP90AA1","false",,"DYNC1H1 (FI) HSP90AA1"
"FI","PPrel: activated by","<-","1.0",,"MOCS3 (FI) URM1","false",,"MOCS3 (FI) URM1"
"FI","PPrel: binding/association; complex; input","-","1.0",,"ESR1 (FI) NCOR1","false",,"ESR1 (FI) NCOR1"
"FI","complex; input","-","1.0",,"AP1G1 (FI) HLA-DQA1","false",,"AP1G1 (FI) HLA-DQA1"
"FI","activate; inhibited by","|->","1.0",,"FOXA1 (FI) TP53","false",,"FOXA1 (FI) TP53"
"FI","PPrel: inhibition, phosphorylation","-|","1.0",,"ARRB2 (FI) OR7C2","false",,"ARRB2 (FI) OR7C2"
"FI","PPrel: inhibition, phosphorylation","-|","1.0",,"ARRB2 (FI) OR7C1","false",,"ARRB2 (FI) OR7C1"
"FI","catalyzed by","<-","1.0",,"CHRM3 (FI) KCNJ3","false",,"CHRM3 (FI) KCNJ3"
"FI","complex; expression regulates; input; reaction","->","1.0",,"FOS (FI) SMAD4","false",,"FOS (FI) SMAD4"
"FI","predicted","-","0.64",,"CDC42 (FI) FLNA","false",,"CDC42 (FI) FLNA"
"FI","expression regulated by","<-","1.0",,"LAMC2 (FI) STAT3","false",,"LAMC2 (FI) STAT3"
"FI","catalyze; complex; input","->","1.0",,"MYH6 (FI) NEB","false",,"MYH6 (FI) NEB"
"FI","predicted","-","0.64",,"ACTB (FI) APP","false",,"ACTB (FI) APP"
"FI","catalyzed by","<-","1.0",,"MYH11 (FI) RAC1","false",,"MYH11 (FI) RAC1"
"FI","catalyzed by","<-","1.0",,"MYH14 (FI) RAC1","false",,"MYH14 (FI) RAC1"
"FI","PPrel: ubiquitinated","-","1.0",,"EGFR (FI) NEDD4","false",,"EGFR (FI) NEDD4"
"FI","complex","-","1.0",,"ATP12A (FI) ATP4B","false",,"ATP12A (FI) ATP4B"
"FI","complex; input","-","1.0",,"APOB (FI) STAB1","false",,"APOB (FI) STAB1"
"FI","predicted","-","0.98",,"FYN (FI) MAP4K1","false",,"FYN (FI) MAP4K1"
"FI","complex; expression regulates; input; reaction","->","1.0",,"FOS (FI) SMAD3","false",,"FOS (FI) SMAD3"
"FI","expression regulated by","<-","1.0",,"MUC2 (FI) TP53","false",,"MUC2 (FI) TP53"
"FI","PPrel: activated by","<-","1.0",,"GNG13 (FI) OR4B1","false",,"GNG13 (FI) OR4B1"
"FI","complex; input","-","1.0",,"RBBP8 (FI) TOPBP1","false",,"RBBP8 (FI) TOPBP1"
"FI","PPrel: activation; reaction","->","1.0",,"CALM3 (FI) NRAS","false",,"CALM3 (FI) NRAS"
"FI","PPrel: activation; PPrel: activation, indirect effect","->","1.0",,"GNG13 (FI) MAPK1","false",,"GNG13 (FI) MAPK1"
"FI","activate; inhibited by","|->","1.0",,"RXRA (FI) WNT1","false",,"RXRA (FI) WNT1"
"FI","predicted","-","0.64",,"HDAC1 (FI) MAGEA6","false",,"HDAC1 (FI) MAGEA6"
"FI","PPrel: activated by; complex; input","<-","1.0",,"GNG13 (FI) OR2T4","false",,"GNG13 (FI) OR2T4"
"FI","expression regulated by","<-","1.0",,"TP53 (FI) ZNF263","false",,"TP53 (FI) ZNF263"
"FI","predicted","-","0.64",,"CTNNB1 (FI) IRF2BPL","false",,"CTNNB1 (FI) IRF2BPL"
"FI","predicted","-","0.64",,"COPS5 (FI) MAX","false",,"COPS5 (FI) MAX"
"FI","predicted","-","0.64",,"BPTF (FI) SMAD3","false",,"BPTF (FI) SMAD3"
"FI","activate; complex; reaction","->","1.0",,"CALM3 (FI) CAV1","false",,"CALM3 (FI) CAV1"
"FI","complex","-","1.0",,"MYH9 (FI) MYO15A","false",,"MYH9 (FI) MYO15A"
"FI","reaction","-","1.0",,"MAPK1 (FI) RB1","false",,"MAPK1 (FI) RB1"
"FI","PPrel: indirect effect","-","1.0",,"JUN (FI) KRAS","false",,"JUN (FI) KRAS"
"FI","PPrel: activation; PPrel: binding/association; complex","->","1.0",,"ERN1 (FI) TRAF2","false",,"ERN1 (FI) TRAF2"
"FI","complex; input","-","1.0",,"GRB2 (FI) STAT1","false",,"GRB2 (FI) STAT1"
"FI","activate","->","1.0",,"EGFR (FI) GSN","false",,"EGFR (FI) GSN"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR9G1 (FI) PRKACA","false",,"OR9G1 (FI) PRKACA"
"FI","complex; input","-","1.0",,"SMAD4 (FI) USP9X","false",,"SMAD4 (FI) USP9X"
"FI","activate; catalyze; catalyzed by; complex; input","<->","1.0",,"TRAF2 (FI) TRAF3","false",,"TRAF2 (FI) TRAF3"
"FI","complex; input","-","1.0",,"KRT18 (FI) KRT6B","false",,"KRT18 (FI) KRT6B"
"FI","activate; complex","->","1.0",,"CTNNB1 (FI) VCL","false",,"CTNNB1 (FI) VCL"
"FI","complex; input","-","1.0",,"KRT18 (FI) KRT6C","false",,"KRT18 (FI) KRT6C"
"FI","activated by","<-","1.0",,"GSN (FI) OTOG","false",,"GSN (FI) OTOG"
"FI","input","-","1.0",,"CAV1 (FI) SMAD3","false",,"CAV1 (FI) SMAD3"
"FI","catalyze; inhibite","-","1.0",,"CUL9 (FI) UBC","false",,"CUL9 (FI) UBC"
"FI","activate","->","1.0",,"AXIN1 (FI) MYC","false",,"AXIN1 (FI) MYC"
"FI","PPrel: activation, phosphorylation","->","1.0",,"CSNK2A3 (FI) CTNNB1","false",,"CSNK2A3 (FI) CTNNB1"
"FI","expression regulated by","<-","1.0",,"ITGA2 (FI) SP1","false",,"ITGA2 (FI) SP1"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"BAX (FI) PRKACA","false",,"BAX (FI) PRKACA"
"FI","PPrel: activated by","<-","1.0",,"ITGB1 (FI) VWF","false",,"ITGB1 (FI) VWF"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"MYLK3 (FI) PAK2","false",,"MYLK3 (FI) PAK2"
"FI","PPrel: activation, phosphorylation; complex","->","1.0",,"FYN (FI) PLXNA1","false",,"FYN (FI) PLXNA1"
"FI","complex; input","-","1.0",,"KRT18 (FI) KRT86","false",,"KRT18 (FI) KRT86"
"FI","input","-","1.0",,"PCDHA7 (FI) PCDHB2","false",,"PCDHA7 (FI) PCDHB2"
"FI","PPrel: activated by, phosphorylation","<-","1.0",,"JUN (FI) PRKACA","false",,"JUN (FI) PRKACA"
"FI","activate; inhibited by","|->","1.0",,"HELZ2 (FI) WNT1","false",,"HELZ2 (FI) WNT1"
"FI","input","-","1.0",,"PCDHA7 (FI) PCDHB8","false",,"PCDHA7 (FI) PCDHB8"
"FI","PPrel: activated by","<-","1.0",,"EGFR (FI) IFNA16","false",,"EGFR (FI) IFNA16"
"FI","complex","-","1.0",,"GDI2 (FI) RAB21","false",,"GDI2 (FI) RAB21"
"FI","complex; input","-","1.0",,"POLR2F (FI) PRPF8","false",,"POLR2F (FI) PRPF8"
"FI","activate; activated by","<->","1.0",,"MUSK (FI) RAC1","false",,"MUSK (FI) RAC1"
"FI","predicted","-","0.92",,"CDK2 (FI) KRAS","false",,"CDK2 (FI) KRAS"
"FI","catalyze; input","->","1.0",,"KRAS (FI) UBC","false",,"KRAS (FI) UBC"
"FI","expression regulates","->","1.0",,"MYC (FI) NFX1","false",,"MYC (FI) NFX1"
"FI","reaction","-","1.0",,"MYH9 (FI) MYO5A","false",,"MYH9 (FI) MYO5A"
"FI","predicted","-","0.64",,"HSP90AB1 (FI) TYRO3","false",,"HSP90AB1 (FI) TYRO3"
"FI","expression regulated by","<-","1.0",,"EDN1 (FI) MYC","false",,"EDN1 (FI) MYC"
"FI","reaction","-","1.0",,"ITPR2 (FI) ITPR3","false",,"ITPR2 (FI) ITPR3"
"FI","predicted","-","0.69",,"CALM3 (FI) GNB1","false",,"CALM3 (FI) GNB1"
"FI","activate; activated by","<->","1.0",,"MAPK1 (FI) YWHAZ","false",,"MAPK1 (FI) YWHAZ"
"FI","expression regulated by","<-","1.0",,"GATA2 (FI) TFAP2A","false",,"GATA2 (FI) TFAP2A"
"FI","expression regulated by","<-","1.0",,"MYC (FI) PGR","false",,"MYC (FI) PGR"
"FI","complex","-","1.0",,"HTT (FI) NCOR1","false",,"HTT (FI) NCOR1"
"FI","PPrel: activation","->","1.0",,"HLA-A (FI) KLRC2","false",,"HLA-A (FI) KLRC2"
"FI","predicted","-","0.64",,"CAV1 (FI) ILK","false",,"CAV1 (FI) ILK"
"FI","predicted","-","0.64",,"NOTCH1 (FI) WNT1","false",,"NOTCH1 (FI) WNT1"
"FI","PPrel: activated by","<-","1.0",,"GNB1 (FI) OR14I1","false",,"GNB1 (FI) OR14I1"
"FI","catalyzed by","<-","1.0",,"HSP90AB1 (FI) MAPK1","false",,"HSP90AB1 (FI) MAPK1"
"FI","catalyze","->","1.0",,"IRS1 (FI) KRAS","false",,"IRS1 (FI) KRAS"
"FI","PPrel: activated by","<-","1.0",,"GNB1 (FI) OR11L1","false",,"GNB1 (FI) OR11L1"
"FI","catalyze","->","1.0",,"AKT1 (FI) CTNNB1","false",,"AKT1 (FI) CTNNB1"
"FI","catalyze; complex; expression regulated by; input","<->","1.0",,"POLR2A (FI) TAF1","false",,"POLR2A (FI) TAF1"
"FI","catalyzed by","<-","1.0",,"BRCA1 (FI) RTEL1","false",,"BRCA1 (FI) RTEL1"
"FI","complex; input","-","1.0",,"ARRB2 (FI) HTR2B","false",,"ARRB2 (FI) HTR2B"
"FI","catalyzed by","<-","1.0",,"MYH11 (FI) RHOA","false",,"MYH11 (FI) RHOA"
