"interaction","LLS","name","selected","shared interaction","shared name"
"has functional association with","1.58134550985359","BPTF (has functional association with) BRD4","false","has functional association with","BPTF (has functional association with) BRD4"
"has functional association with","2.11427073625616","C1QTNF9 (has functional association with) COL14A1","false","has functional association with","C1QTNF9 (has functional association with) COL14A1"
"has functional association with","1.50876974989634","LGI4 (has functional association with) TP53","false","has functional association with","LGI4 (has functional association with) TP53"
"has functional association with","2.34694717242793","DNAH5 (has functional association with) RRBP1","false","has functional association with","DNAH5 (has functional association with) RRBP1"
"has functional association with","3.93847222963552","AMER1 (has functional association with) APC","false","has functional association with","AMER1 (has functional association with) APC"
"has functional association with","1.69396574297065","HNRNPL (has functional association with) TAF1A","false","has functional association with","HNRNPL (has functional association with) TAF1A"
"has functional association with","1.58966432254454","OR2L2 (has functional association with) PRAMEF11","false","has functional association with","OR2L2 (has functional association with) PRAMEF11"
"has functional association with","1.69794614109144","AHNAK2 (has functional association with) TNRC6A","false","has functional association with","AHNAK2 (has functional association with) TNRC6A"
"has functional association with","1.82495238559331","ERN1 (has functional association with) STRADB","false","has functional association with","ERN1 (has functional association with) STRADB"
"has functional association with","2.01484897666506","DNAH5 (has functional association with) PLEC","false","has functional association with","DNAH5 (has functional association with) PLEC"
"has functional association with","1.69534239889153","CSPG4 (has functional association with) GPC1","false","has functional association with","CSPG4 (has functional association with) GPC1"
"has functional association with","2.36672180694876","KIR2DL1 (has functional association with) KIR2DL4","false","has functional association with","KIR2DL1 (has functional association with) KIR2DL4"
"has functional association with","1.8892913507223","SKA3 (has functional association with) MYO5B","false","has functional association with","SKA3 (has functional association with) MYO5B"
"has functional association with","1.50876974989634","SACS (has functional association with) TP53","false","has functional association with","SACS (has functional association with) TP53"
"has functional association with","2.44211269022955","DTX2 (has functional association with) ZNF85","false","has functional association with","DTX2 (has functional association with) ZNF85"
"has functional association with","1.7635826892477","KRT5 (has functional association with) LAMA3","false","has functional association with","KRT5 (has functional association with) LAMA3"
"has functional association with","3.46491874374103","HLA-B (has functional association with) HLA-DQA1","false","has functional association with","HLA-B (has functional association with) HLA-DQA1"
"has functional association with","2.15331695380897","LCE2A (has functional association with) KRTAP4-5","false","has functional association with","LCE2A (has functional association with) KRTAP4-5"
"has functional association with","1.64449778492551","PGR (has functional association with) NCOR1","false","has functional association with","PGR (has functional association with) NCOR1"
"has functional association with","3.09408562358623","MMP16 (has functional association with) PRSS1","false","has functional association with","MMP16 (has functional association with) PRSS1"
"has functional association with","1.5754917600628","HLA-B (has functional association with) RAB7A","false","has functional association with","HLA-B (has functional association with) RAB7A"
"has functional association with","1.58419446715414","DDX41 (has functional association with) HERC2","false","has functional association with","DDX41 (has functional association with) HERC2"
"has functional association with","4.34959995561901","DNAH5 (has functional association with) DNAH9","false","has functional association with","DNAH5 (has functional association with) DNAH9"
"has functional association with","1.66605388072057","MAX (has functional association with) VPS50","false","has functional association with","MAX (has functional association with) VPS50"
"has functional association with","1.68064809872695","MBNL1 (has functional association with) CLIP1","false","has functional association with","MBNL1 (has functional association with) CLIP1"
"has functional association with","1.9373988567114","TRPM7 (has functional association with) SLC7A1","false","has functional association with","TRPM7 (has functional association with) SLC7A1"
"has functional association with","1.71076169414764","LCE2A (has functional association with) KRTAP10-7","false","has functional association with","LCE2A (has functional association with) KRTAP10-7"
"has functional association with","2.60813867548808","PTK2B (has functional association with) SFTPA1","false","has functional association with","PTK2B (has functional association with) SFTPA1"
"has functional association with","2.9042078734247","KRT6B (has functional association with) KRT38","false","has functional association with","KRT6B (has functional association with) KRT38"
"has functional association with","2.03819460199058","PLXNA1 (has functional association with) CRISP2","false","has functional association with","PLXNA1 (has functional association with) CRISP2"
"has functional association with","1.64775231365521","APC (has functional association with) KRT5","false","has functional association with","APC (has functional association with) KRT5"
"has functional association with","1.87941789652903","IGLL5 (has functional association with) TENT5C","false","has functional association with","IGLL5 (has functional association with) TENT5C"
"has functional association with","2.00399343775928","DENND4A (has functional association with) DENND1A","false","has functional association with","DENND4A (has functional association with) DENND1A"
"has functional association with","1.80619846372555","PABPC1 (has functional association with) TENT5C","false","has functional association with","PABPC1 (has functional association with) TENT5C"
"has functional association with","2.13948041245312","PRKD2 (has functional association with) CDC42BPG","false","has functional association with","PRKD2 (has functional association with) CDC42BPG"
"has functional association with","1.682132766477","KRTAP10-8 (has functional association with) NOTCH2NLA","false","has functional association with","KRTAP10-8 (has functional association with) NOTCH2NLA"
"has functional association with","1.96964517465997","DHFR2 (has functional association with) CACNA2D2","false","has functional association with","DHFR2 (has functional association with) CACNA2D2"
"has functional association with","1.66163523698287","NIPBL (has functional association with) TUBB8","false","has functional association with","NIPBL (has functional association with) TUBB8"
"has functional association with","1.50505948254324","CYLD (has functional association with) PRRC2A","false","has functional association with","CYLD (has functional association with) PRRC2A"
"has functional association with","1.6993818247736","SPTBN4 (has functional association with) BRAF","false","has functional association with","SPTBN4 (has functional association with) BRAF"
"has functional association with","1.64121342626962","FASN (has functional association with) CAD","false","has functional association with","FASN (has functional association with) CAD"
"has functional association with","3.93647827337775","MAX (has functional association with) TRRAP","false","has functional association with","MAX (has functional association with) TRRAP"
"has functional association with","1.78778034216791","EP400 (has functional association with) CHD8","false","has functional association with","EP400 (has functional association with) CHD8"
"has functional association with","1.50876300097442","TAS2R30 (has functional association with) PRAMEF4","false","has functional association with","TAS2R30 (has functional association with) PRAMEF4"
"has functional association with","1.49436417677927","NEFH (has functional association with) PLXNA1","false","has functional association with","NEFH (has functional association with) PLXNA1"
"has functional association with","1.61333236145983","BRD4 (has functional association with) NUP153","false","has functional association with","BRD4 (has functional association with) NUP153"
"has functional association with","1.68212933251093","HNRNPCL1 (has functional association with) BCLAF1","false","has functional association with","HNRNPCL1 (has functional association with) BCLAF1"
"has functional association with","4.34800315853428","DNAH9 (has functional association with) DNAH3","false","has functional association with","DNAH9 (has functional association with) DNAH3"
"has functional association with","1.73385707159531","SIRPA (has functional association with) FUBP1","false","has functional association with","SIRPA (has functional association with) FUBP1"
"has functional association with","1.74640035645668","FAM178B (has functional association with) SUOX","false","has functional association with","FAM178B (has functional association with) SUOX"
"has functional association with","1.64611019069699","TAF1L (has functional association with) POTEF","false","has functional association with","TAF1L (has functional association with) POTEF"
"has functional association with","1.76344682182891","KIR3DL3 (has functional association with) ZNF845","false","has functional association with","KIR3DL3 (has functional association with) ZNF845"
"has functional association with","1.67911842039538","ALDH3B1 (has functional association with) KRTAP10-7","false","has functional association with","ALDH3B1 (has functional association with) KRTAP10-7"
"has functional association with","1.63790495880786","IRS1 (has functional association with) USP9X","false","has functional association with","IRS1 (has functional association with) USP9X"
"has functional association with","2.82921125775502","RYR1 (has functional association with) RYR3","false","has functional association with","RYR1 (has functional association with) RYR3"
"has functional association with","2.48233892552222","MAP3K9 (has functional association with) MAP3K19","false","has functional association with","MAP3K9 (has functional association with) MAP3K19"
"has functional association with","2.4418767212249","PABPC1 (has functional association with) RPL10","false","has functional association with","PABPC1 (has functional association with) RPL10"
"has functional association with","1.51988701035867","BRD4 (has functional association with) ATP6V1A","false","has functional association with","BRD4 (has functional association with) ATP6V1A"
"has functional association with","1.63080169291527","FLNA (has functional association with) NIPBL","false","has functional association with","FLNA (has functional association with) NIPBL"
"has functional association with","2.73955794828927","TRAF3 (has functional association with) NLRC5","false","has functional association with","TRAF3 (has functional association with) NLRC5"
"has functional association with","1.56299968466274","MAP4K1 (has functional association with) GRK6","false","has functional association with","MAP4K1 (has functional association with) GRK6"
"has functional association with","1.7266799691942","TRPM7 (has functional association with) RAB7A","false","has functional association with","TRPM7 (has functional association with) RAB7A"
"has functional association with","1.61116579291226","CYLD (has functional association with) MTHFD1L","false","has functional association with","CYLD (has functional association with) MTHFD1L"
"has functional association with","2.40542472871379","TRAF2 (has functional association with) ZNF646","false","has functional association with","TRAF2 (has functional association with) ZNF646"
"has functional association with","2.34630310623294","ABCA7 (has functional association with) ALDH3B1","false","has functional association with","ABCA7 (has functional association with) ALDH3B1"
"has functional association with","1.68211368680515","KPRP (has functional association with) ZNF587","false","has functional association with","KPRP (has functional association with) ZNF587"
"has functional association with","1.67462907117369","TAS2R31 (has functional association with) HCAR2","false","has functional association with","TAS2R31 (has functional association with) HCAR2"
"has functional association with","1.59477143985178","DIS3 (has functional association with) PABPC1","false","has functional association with","DIS3 (has functional association with) PABPC1"
"has functional association with","1.73097022737752","ZNF420 (has functional association with) PRKRA","false","has functional association with","ZNF420 (has functional association with) PRKRA"
"has functional association with","1.63259311703452","UBC (has functional association with) USP6","false","has functional association with","UBC (has functional association with) USP6"
"has functional association with","1.70499173138979","ERN1 (has functional association with) HLA-DQA1","false","has functional association with","ERN1 (has functional association with) HLA-DQA1"
"has functional association with","1.69790274136635","MECOM (has functional association with) NEB","false","has functional association with","MECOM (has functional association with) NEB"
"has functional association with","1.67035919565218","TAS2R31 (has functional association with) SSTR3","false","has functional association with","TAS2R31 (has functional association with) SSTR3"
"has functional association with","1.51219997245414","HNRNPL (has functional association with) ATP6V1A","false","has functional association with","HNRNPL (has functional association with) ATP6V1A"
"has functional association with","4.01056057515255","TAS2R31 (has functional association with) TAS2R19","false","has functional association with","TAS2R31 (has functional association with) TAS2R19"
"has functional association with","1.5629499506756","TUBA3D (has functional association with) UBC","false","has functional association with","TUBA3D (has functional association with) UBC"
"has functional association with","1.57836269826004","PLEC (has functional association with) VAV1","false","has functional association with","PLEC (has functional association with) VAV1"
"has functional association with","1.54202257553167","TERT (has functional association with) YWHAZ","false","has functional association with","TERT (has functional association with) YWHAZ"
"has functional association with","4.25883288270232","KIR2DL1 (has functional association with) KIR3DL2","false","has functional association with","KIR2DL1 (has functional association with) KIR3DL2"
"has functional association with","1.80595985379286","HUWE1 (has functional association with) HLA-B","false","has functional association with","HUWE1 (has functional association with) HLA-B"
"has functional association with","1.72079316967845","HNRNPL (has functional association with) ZNF84","false","has functional association with","HNRNPL (has functional association with) ZNF84"
"has functional association with","2.24351047400032","C6orf132 (has functional association with) EZR","false","has functional association with","C6orf132 (has functional association with) EZR"
"has functional association with","2.05021563766636","XIRP1 (has functional association with) MYH7","false","has functional association with","XIRP1 (has functional association with) MYH7"
"has functional association with","2.01454753859578","C1QTNF9B (has functional association with) COL14A1","false","has functional association with","C1QTNF9B (has functional association with) COL14A1"
"has functional association with","1.66890144355969","RPTOR (has functional association with) DENND1A","false","has functional association with","RPTOR (has functional association with) DENND1A"
"has functional association with","1.4972234928401","ABCA3 (has functional association with) ITPR3","false","has functional association with","ABCA3 (has functional association with) ITPR3"
"has functional association with","1.68356825398143","XCR1 (has functional association with) GRM6","false","has functional association with","XCR1 (has functional association with) GRM6"
"has functional association with","1.65550258918065","RBBP8 (has functional association with) TRRAP","false","has functional association with","RBBP8 (has functional association with) TRRAP"
"has functional association with","1.92752053568944","FHOD1 (has functional association with) SUOX","false","has functional association with","FHOD1 (has functional association with) SUOX"
"has functional association with","1.56294753758338","TUBB8 (has functional association with) RPTOR","false","has functional association with","TUBB8 (has functional association with) RPTOR"
"has functional association with","1.62339538316193","ALG13 (has functional association with) NCOR1","false","has functional association with","ALG13 (has functional association with) NCOR1"
"has functional association with","1.55288250580166","HNRNPL (has functional association with) RNF213","false","has functional association with","HNRNPL (has functional association with) RNF213"
"has functional association with","1.67179284972925","NOTCH2NLA (has functional association with) PTK7","false","has functional association with","NOTCH2NLA (has functional association with) PTK7"
"has functional association with","1.70641391024539","ABCA1 (has functional association with) ATP2B3","false","has functional association with","ABCA1 (has functional association with) ATP2B3"
"has functional association with","2.75751152089474","IGLL5 (has functional association with) NCR3LG1","false","has functional association with","IGLL5 (has functional association with) NCR3LG1"
"has functional association with","1.88895817833475","ARID1B (has functional association with) BCL7A","false","has functional association with","ARID1B (has functional association with) BCL7A"
"has functional association with","1.60902640963801","ZNF721 (has functional association with) USP34","false","has functional association with","ZNF721 (has functional association with) USP34"
"has functional association with","1.67760339979066","LCE2B (has functional association with) NOTCH2NLA","false","has functional association with","LCE2B (has functional association with) NOTCH2NLA"
"has functional association with","1.60440867760782","FANCD2 (has functional association with) NNT","false","has functional association with","FANCD2 (has functional association with) NNT"
"has functional association with","2.03777428342529","ZNF837 (has functional association with) KRTAP4-5","false","has functional association with","ZNF837 (has functional association with) KRTAP4-5"
"has functional association with","3.03699205305128","SLC22A24 (has functional association with) SLC22A13","false","has functional association with","SLC22A24 (has functional association with) SLC22A13"
"has functional association with","2.25883737160765","LCE2B (has functional association with) KRTAP1-5","false","has functional association with","LCE2B (has functional association with) KRTAP1-5"
"has functional association with","2.65197901424081","SERPINA1 (has functional association with) C3","false","has functional association with","SERPINA1 (has functional association with) C3"
"has functional association with","1.55968340425759","HNRNPL (has functional association with) ENAH","false","has functional association with","HNRNPL (has functional association with) ENAH"
"has functional association with","2.06179022931054","KRTAP10-8 (has functional association with) FTHL17","false","has functional association with","KRTAP10-8 (has functional association with) FTHL17"
"has functional association with","3.23264296894066","ADCY5 (has functional association with) TP53","false","has functional association with","ADCY5 (has functional association with) TP53"
"has functional association with","1.63254970577713","TAS2R19 (has functional association with) C3","false","has functional association with","TAS2R19 (has functional association with) C3"
"has functional association with","2.52049350810151","IFNA16 (has functional association with) TRAF3","false","has functional association with","IFNA16 (has functional association with) TRAF3"
"has functional association with","1.59715827770083","GCN1 (has functional association with) HERC2","false","has functional association with","GCN1 (has functional association with) HERC2"
"has functional association with","1.86935537687809","KPRP (has functional association with) KRTAP1-5","false","has functional association with","KPRP (has functional association with) KRTAP1-5"
"has functional association with","1.70925166799349","KRTAP5-4 (has functional association with) NOTCH2NLA","false","has functional association with","KRTAP5-4 (has functional association with) NOTCH2NLA"
"has functional association with","1.63786337852986","FAM83H (has functional association with) HERC2","false","has functional association with","FAM83H (has functional association with) HERC2"
"has functional association with","1.72515387002294","TTN (has functional association with) DYSF","false","has functional association with","TTN (has functional association with) DYSF"
"has functional association with","1.641172186685","PRPF8 (has functional association with) ABCA1","false","has functional association with","PRPF8 (has functional association with) ABCA1"
"has functional association with","2.53173092162537","ZFHX3 (has functional association with) TP53","false","has functional association with","ZFHX3 (has functional association with) TP53"
"has functional association with","1.63254970577713","HCAR2 (has functional association with) C3","false","has functional association with","HCAR2 (has functional association with) C3"
"has functional association with","1.6645572670926","DYNC1H1 (has functional association with) HLA-DQB2","false","has functional association with","DYNC1H1 (has functional association with) HLA-DQB2"
"has functional association with","3.09273334749465","SIRPB1 (has functional association with) SFTPA1","false","has functional association with","SIRPB1 (has functional association with) SFTPA1"
"has functional association with","1.57533281963213","BPTF (has functional association with) HNRNPL","false","has functional association with","BPTF (has functional association with) HNRNPL"
"has functional association with","1.65856894139278","PRKRA (has functional association with) TAF1A","false","has functional association with","PRKRA (has functional association with) TAF1A"
"has functional association with","1.54580525784801","KIR3DL3 (has functional association with) ZNF721","false","has functional association with","KIR3DL3 (has functional association with) ZNF721"
"has functional association with","1.58120226972475","SMC4 (has functional association with) PRPF8","false","has functional association with","SMC4 (has functional association with) PRPF8"
"has functional association with","1.72374367159394","HUWE1 (has functional association with) USP9X","false","has functional association with","HUWE1 (has functional association with) USP9X"
"has functional association with","1.61538568827452","PXK (has functional association with) TP53","false","has functional association with","PXK (has functional association with) TP53"
"has functional association with","4.47706825315897","C1QTNF9 (has functional association with) C1QTNF9B","false","has functional association with","C1QTNF9 (has functional association with) C1QTNF9B"
"has functional association with","2.57948739465176","UNC79 (has functional association with) WNK2","false","has functional association with","UNC79 (has functional association with) WNK2"
"has functional association with","2.54708797296649","DOCK2 (has functional association with) NOTCH2NLA","false","has functional association with","DOCK2 (has functional association with) NOTCH2NLA"
"has functional association with","1.69387853537472","U2AF2 (has functional association with) CNN2","false","has functional association with","U2AF2 (has functional association with) CNN2"
"has functional association with","3.27250446995346","KCNJ3 (has functional association with) CACNA1B","false","has functional association with","KCNJ3 (has functional association with) CACNA1B"
"has functional association with","1.63254205074974","HADHB (has functional association with) SDHA","false","has functional association with","HADHB (has functional association with) SDHA"
"has functional association with","1.64279080988588","SYNE2 (has functional association with) UBC","false","has functional association with","SYNE2 (has functional association with) UBC"
"has functional association with","1.51209524323948","ABCA1 (has functional association with) TOP2B","false","has functional association with","ABCA1 (has functional association with) TOP2B"
"has functional association with","1.58404786430492","ITGA2 (has functional association with) KRAS","false","has functional association with","ITGA2 (has functional association with) KRAS"
"has functional association with","3.30705806573391","TRPM7 (has functional association with) TRPM2","false","has functional association with","TRPM7 (has functional association with) TRPM2"
"has functional association with","2.03761575192984","GRK6 (has functional association with) WNK2","false","has functional association with","GRK6 (has functional association with) WNK2"
"has functional association with","4.34317609541418","DNAH9 (has functional association with) DYNC1H1","false","has functional association with","DNAH9 (has functional association with) DYNC1H1"
"has functional association with","2.0376358070803","ZNF71 (has functional association with) ZNF835","false","has functional association with","ZNF71 (has functional association with) ZNF835"
"has functional association with","1.84238559700194","ZNF595 (has functional association with) HNRNPL","false","has functional association with","ZNF595 (has functional association with) HNRNPL"
"has functional association with","1.68651345459721","FHOD1 (has functional association with) APC","false","has functional association with","FHOD1 (has functional association with) APC"
"has functional association with","1.59212172955708","FANCD2 (has functional association with) SERPINA1","false","has functional association with","FANCD2 (has functional association with) SERPINA1"
"has functional association with","4.25592393943624","PCDHA7 (has functional association with) PCDHA9","false","has functional association with","PCDHA7 (has functional association with) PCDHA9"
"has functional association with","3.67165856479495","LILRB2 (has functional association with) HLA-C","false","has functional association with","LILRB2 (has functional association with) HLA-C"
"has functional association with","1.51613501788674","TAF1L (has functional association with) TPTE","false","has functional association with","TAF1L (has functional association with) TPTE"
"has functional association with","1.50484528612458","HNRNPCL1 (has functional association with) PRAMEF2","false","has functional association with","HNRNPCL1 (has functional association with) PRAMEF2"
"has functional association with","4.34303613217245","DNAH6 (has functional association with) DNAH7","false","has functional association with","DNAH6 (has functional association with) DNAH7"
"has functional association with","2.07380173835124","HLA-C (has functional association with) LDHB","false","has functional association with","HLA-C (has functional association with) LDHB"
"has functional association with","1.72512163111809","ADH6 (has functional association with) KRAS","false","has functional association with","ADH6 (has functional association with) KRAS"
"has functional association with","1.4925617540008","MMP16 (has functional association with) STARD9","false","has functional association with","MMP16 (has functional association with) STARD9"
"has functional association with","1.82448953533616","DCAF12 (has functional association with) FBXW10B","false","has functional association with","DCAF12 (has functional association with) FBXW10B"
"has functional association with","5.26237543649007","TPTE (has functional association with) TPTE2","false","has functional association with","TPTE (has functional association with) TPTE2"
"has functional association with","1.71067649268707","HOXA1 (has functional association with) IGFN1","false","has functional association with","HOXA1 (has functional association with) IGFN1"
"has functional association with","1.65242169633923","KPRP (has functional association with) STX17","false","has functional association with","KPRP (has functional association with) STX17"
"has functional association with","4.34253940771313","PCDHA7 (has functional association with) PCDHA2","false","has functional association with","PCDHA7 (has functional association with) PCDHA2"
"has functional association with","1.54189039146974","BRD4 (has functional association with) MLLT1","false","has functional association with","BRD4 (has functional association with) MLLT1"
"has functional association with","1.6214006931537","GSN (has functional association with) STX17","false","has functional association with","GSN (has functional association with) STX17"
"has functional association with","2.72701585392743","ASH1L (has functional association with) SETD1A","false","has functional association with","ASH1L (has functional association with) SETD1A"
"has functional association with","1.63072792651774","TUBA3D (has functional association with) TRAF2","false","has functional association with","TUBA3D (has functional association with) TRAF2"
"has functional association with","1.59212003859764","TRO (has functional association with) UBC","false","has functional association with","TRO (has functional association with) UBC"
"has functional association with","1.61324098407729","DYNC1H1 (has functional association with) HLA-DQA1","false","has functional association with","DYNC1H1 (has functional association with) HLA-DQA1"
"has functional association with","1.67178234624038","ZNF837 (has functional association with) KRTAP10-8","false","has functional association with","ZNF837 (has functional association with) KRTAP10-8"
"has functional association with","2.0863038972423","ABCA3 (has functional association with) ATP12A","false","has functional association with","ABCA3 (has functional association with) ATP12A"
"has functional association with","2.4538316898544","XIRP1 (has functional association with) ENAH","false","has functional association with","XIRP1 (has functional association with) ENAH"
"has functional association with","1.68950492707887","PARP4 (has functional association with) CYLD","false","has functional association with","PARP4 (has functional association with) CYLD"
"has functional association with","1.6820283792997","NOTCH2NLA (has functional association with) KRTAP4-5","false","has functional association with","NOTCH2NLA (has functional association with) KRTAP4-5"
"has functional association with","1.67177311792271","SMC4 (has functional association with) BRD4","false","has functional association with","SMC4 (has functional association with) BRD4"
"has functional association with","1.61322392527066","STX17 (has functional association with) C3","false","has functional association with","STX17 (has functional association with) C3"
"has functional association with","3.37579836291884","ABL2 (has functional association with) RAPH1","false","has functional association with","ABL2 (has functional association with) RAPH1"
"has functional association with","1.4942563767785","RGMB (has functional association with) HEG1","false","has functional association with","RGMB (has functional association with) HEG1"
"has functional association with","2.44117743741317","LILRA1 (has functional association with) HLA-B","false","has functional association with","LILRA1 (has functional association with) HLA-B"
"has functional association with","2.04993510555514","KIR2DL4 (has functional association with) KIR3DL2","false","has functional association with","KIR2DL4 (has functional association with) KIR3DL2"
"has functional association with","1.51612187227571","TNRC6A (has functional association with) UBC","false","has functional association with","TNRC6A (has functional association with) UBC"
"has functional association with","2.44116078407869","NRAS (has functional association with) SLC7A1","false","has functional association with","NRAS (has functional association with) SLC7A1"
"has functional association with","1.66152749852501","RGPD1 (has functional association with) TPTE","false","has functional association with","RGPD1 (has functional association with) TPTE"
"has functional association with","1.84988545296108","NBPF10 (has functional association with) UBC","false","has functional association with","NBPF10 (has functional association with) UBC"
"has functional association with","1.84988545296108","NBPF9 (has functional association with) UBC","false","has functional association with","NBPF9 (has functional association with) UBC"
"has functional association with","1.51200427169309","LILRA1 (has functional association with) PPIAL4G","false","has functional association with","LILRA1 (has functional association with) PPIAL4G"
"has functional association with","5.25840456470042","HLA-DQA1 (has functional association with) HLA-DQA2","false","has functional association with","HLA-DQA1 (has functional association with) HLA-DQA2"
"has functional association with","1.55620570761623","SF3A3 (has functional association with) U2AF2","false","has functional association with","SF3A3 (has functional association with) U2AF2"
"has functional association with","1.71505358799729","ZNF71 (has functional association with) ZGPAT","false","has functional association with","ZNF71 (has functional association with) ZGPAT"
"has functional association with","1.77897078450038","ZNF493 (has functional association with) USP34","false","has functional association with","ZNF493 (has functional association with) USP34"
"has functional association with","1.99106427164097","HLA-DQA2 (has functional association with) CTSF","false","has functional association with","HLA-DQA2 (has functional association with) CTSF"
"has functional association with","1.72368650771387","RHOQ (has functional association with) ARHGAP31","false","has functional association with","RHOQ (has functional association with) ARHGAP31"
"has functional association with","2.72701585392743","KMT2E (has functional association with) SETD1A","false","has functional association with","KMT2E (has functional association with) SETD1A"
"has functional association with","1.71641878350997","RLIM (has functional association with) INF2","false","has functional association with","RLIM (has functional association with) INF2"
"has functional association with","1.76294837629549","PLXND1 (has functional association with) H1-4","false","has functional association with","PLXND1 (has functional association with) H1-4"
"has functional association with","1.94725601860901","LILRB2 (has functional association with) SERPINA1","false","has functional association with","LILRB2 (has functional association with) SERPINA1"
"has functional association with","3.85248117012103","KRT6B (has functional association with) KRT86","false","has functional association with","KRT6B (has functional association with) KRT86"
"has functional association with","4.34145191473285","NUDT10 (has functional association with) PPIP5K1","false","has functional association with","NUDT10 (has functional association with) PPIP5K1"
"has functional association with","1.59207060857353","TRAF2 (has functional association with) TCL1A","false","has functional association with","TRAF2 (has functional association with) TCL1A"
"has functional association with","4.34140985339302","DNAH6 (has functional association with) DNAH10","false","has functional association with","DNAH6 (has functional association with) DNAH10"
"has functional association with","4.34140985339302","DNAH2 (has functional association with) DNAH6","false","has functional association with","DNAH2 (has functional association with) DNAH6"
"has functional association with","2.19546606814148","ALDH3B1 (has functional association with) FMN2","false","has functional association with","ALDH3B1 (has functional association with) FMN2"
"has functional association with","1.61739519539595","TNRC6A (has functional association with) PRRC2A","false","has functional association with","TNRC6A (has functional association with) PRRC2A"
"has functional association with","1.71641536800213","HLA-B (has functional association with) MROH1","false","has functional association with","HLA-B (has functional association with) MROH1"
"has functional association with","1.62886789331933","HNRNPL (has functional association with) ASH1L","false","has functional association with","HNRNPL (has functional association with) ASH1L"
"has functional association with","3.27090418878247","DTX2 (has functional association with) RIMBP3","false","has functional association with","DTX2 (has functional association with) RIMBP3"
"has functional association with","3.85248117012103","KRT6C (has functional association with) KRT86","false","has functional association with","KRT6C (has functional association with) KRT86"
"has functional association with","4.08511610592039","RB1 (has functional association with) TP53","false","has functional association with","RB1 (has functional association with) TP53"
"has functional association with","3.85248117012103","KRT5 (has functional association with) KRT86","false","has functional association with","KRT5 (has functional association with) KRT86"
"has functional association with","1.83346061414601","AHNAK2 (has functional association with) RNF213","false","has functional association with","AHNAK2 (has functional association with) RNF213"
"has functional association with","3.27078260947166","DTX2 (has functional association with) NOTCH1","false","has functional association with","DTX2 (has functional association with) NOTCH1"
"has functional association with","1.62886789324989","HIPK3 (has functional association with) HNRNPL","false","has functional association with","HIPK3 (has functional association with) HNRNPL"
"has functional association with","2.36491287470262","TRPM7 (has functional association with) CAD","false","has functional association with","TRPM7 (has functional association with) CAD"
"has functional association with","2.92998829349099","SUOX (has functional association with) PAPSS2","false","has functional association with","SUOX (has functional association with) PAPSS2"
"has functional association with","1.95771134609426","OR13C2 (has functional association with) RGPD1","false","has functional association with","OR13C2 (has functional association with) RGPD1"
"has functional association with","1.67752859164745","FANCD2 (has functional association with) C4B","false","has functional association with","FANCD2 (has functional association with) C4B"
"has functional association with","1.82427635942664","STRADB (has functional association with) MYLK3","false","has functional association with","STRADB (has functional association with) MYLK3"
"has functional association with","3.85248117012103","KRT8 (has functional association with) KRT86","false","has functional association with","KRT8 (has functional association with) KRT86"
"has functional association with","1.578177933465","MRPS18C (has functional association with) RPL10","false","has functional association with","MRPS18C (has functional association with) RPL10"
"has functional association with","1.66448982346294","TUBGCP6 (has functional association with) CKAP5","false","has functional association with","TUBGCP6 (has functional association with) CKAP5"
"has functional association with","1.66592275347544","ABCA1 (has functional association with) NCOR1","false","has functional association with","ABCA1 (has functional association with) NCOR1"
"has functional association with","1.56921636107198","EP400 (has functional association with) TP53","false","has functional association with","EP400 (has functional association with) TP53"
"has functional association with","1.90814610700771","IGLL5 (has functional association with) SEMA4G","false","has functional association with","IGLL5 (has functional association with) SEMA4G"
"has functional association with","1.70354321700358","FLNA (has functional association with) BOD1","false","has functional association with","FLNA (has functional association with) BOD1"
"has functional association with","2.19534626184937","FHOD3 (has functional association with) HERC2","false","has functional association with","FHOD3 (has functional association with) HERC2"
"has functional association with","1.65238978428358","HUWE1 (has functional association with) ACACB","false","has functional association with","HUWE1 (has functional association with) ACACB"
"has functional association with","1.6879727159679","LCE1E (has functional association with) KRTAP10-8","false","has functional association with","LCE1E (has functional association with) KRTAP10-8"
"has functional association with","1.68945738794841","PAK2 (has functional association with) PLXNA1","false","has functional association with","PAK2 (has functional association with) PLXNA1"
"has functional association with","1.87850231115876","CUL9 (has functional association with) NOS1","false","has functional association with","CUL9 (has functional association with) NOS1"
"has functional association with","3.03631619664207","ACACB (has functional association with) LDHB","false","has functional association with","ACACB (has functional association with) LDHB"
"has functional association with","1.67601211144812","HOXA1 (has functional association with) VWF","false","has functional association with","HOXA1 (has functional association with) VWF"
"has functional association with","3.51259433592891","C3 (has functional association with) C4B","false","has functional association with","C3 (has functional association with) C4B"
"has functional association with","1.61937820837225","NRAS (has functional association with) SPTB","false","has functional association with","NRAS (has functional association with) SPTB"
"has functional association with","1.5308973616313","NBPF10 (has functional association with) BIRC6","false","has functional association with","NBPF10 (has functional association with) BIRC6"
"has functional association with","1.87849550200753","CAMSAP2 (has functional association with) MAP3K21","false","has functional association with","CAMSAP2 (has functional association with) MAP3K21"
"has functional association with","1.91714480386309","MAP4K1 (has functional association with) MAP3K19","false","has functional association with","MAP4K1 (has functional association with) MAP3K19"
"has functional association with","2.530815713821","KRAS (has functional association with) SDHA","false","has functional association with","KRAS (has functional association with) SDHA"
"has functional association with","1.54178026902978","TRAF2 (has functional association with) ZNF587","false","has functional association with","TRAF2 (has functional association with) ZNF587"
